organization,count,usgs,id
"School of Natural Resources and the Environment, University of Arizona, Tucson, AZ, 85721, USA",2,False,12625
Chevron Energy Technology Company,1,False,18075
"Cranfield University, Bedfordshire, U.K",1,False,18076
"Department of Biology, Brigham Young University, 4102 LSB, Provo, UT 84602, USA",1,False,18936
"Ecology and Evolutionary Biology, UCLA",1,False,18023
"Entomology Department, UC Davis",1,False,18024
"Southwest Fisheries Science Center, NMFS, La Jolla",1,False,18025
"Biology Dep't, U of Alberta, Edmonton, Canada",1,False,18027
"1Department of Hydrology and Water Resources, University of Arizona, Tucson, Arizona, USA",1,False,17918
"Department of Atmospheric Science, University of Arizona, Tucson, Arizona, USA",1,False,17919
"2Department of Atmospheric Science, University of Arizona, Tucson, Arizona, USA",1,False,17920
"River Studies Center, University of Wisconsin-La Crosse",1,False,17913
"1. Robert B. Annis Water Resources Institute, Grand Valley State University, Allendale, MI 49401",1,False,18055
"3. Plant Sciences and Plant Pathology, Montana State University, Bozeman, MT 59715",1,False,18056
Carnegie Institution of Washington,1,False,18922
Carnegie Inst. of Washington,1,False,13418
"Department of Forest Resources, University of Minnesota, Saint Paul, MN, USA",1,False,24789
"Department of Aquatic Animal Health and Diseases, Iranian Fisheries Research Center, Tehran, Iran",1,False,17948
"Department of Aquatic Animal Health and Diseases, Iranian Veterinary Organization, Sari, Iran",1,False,17949
"Center of Biotechnology and Biology Research, Chamran University Ahvaz, Iran",1,False,17950
"Department of Aquatic Animal Health and Diseases, Iranian Veternary Organization, Sari, Iran",1,False,17951
"Department of Aquatic Animal Health and Diseases, Iranian Veterinary Organization, Thran, Iran",1,False,17952
"University of California, Merced",1,False,16805
Brown University,4,False,16929
"Michigan Department of Natural Resources, Northern Lake Huron Management Unit",1,False,18159
"Rubenstein School of Environment and Natural Resources, University of Vermont",3,False,18160
"USFWS, Columbia River Fisheries Program Office",1,False,17818
"Western EcoSystems Technology, Inc",2,False,6660
former USGS scientist,1,False,12456
Universite Paris Sud,1,False,17764
University of Miami,2,False,5112
"University of Syndney, Syndney, Australia",1,False,17782
USGCRP,1,False,16779
Kiksapa Consulting,1,False,16780
National Wildlife Federation,1,False,7224
Harvard University,5,False,16811
"Seismological Laboratory, California Institute of Technology, Pasadena, CA, USA",1,False,27150
"Jet Propulsion Laboratory, California Institute of Technology, Pasadena, CA, USA",1,False,27151
"Natural Resources Canada, Ottawa, Ontario, Canada",1,False,27152
"Departamento de Geof ́ısica, Universidad de Chile, Santiago, Chile",1,False,27153
"Cherokee Nation Technology Solutions, Contracted to U.S. Geological Survey, Southeast Ecological Science Center",1,False,17607
PNNL,1,False,27560
Southern California Coastal Water Research Project,2,False,12704
Sierra Nevada Aquatic Research Laboratory,1,False,27141
San Francisco Bay Regional Water Quality Control Board,1,False,27142
"University of Toronto-Scarborough, Biological Sciences, Scarborough, ON, M1C",1,False,18096
"Indiana Department Environmental Management, Office of Land Quality, 100 N. Senate Ave., Indianapolis, IN",1,False,18097
"Dewberry, Inc., 7220 Financial Way, Suite 200, Jacksonville, FL",1,False,18098
"ExxonMobil Biomedical Sciences Inc. 1545 RT 22 East, Annandale NJ",1,False,18099
"Department of Biology, University of Miami, Coral Gables, Florida",1,False,16839
"University of Washington, School of Medicine, Dept. of Comparative Medicine, T-160 Health Sciences Center, Seattle, WA  98195",1,False,16803
"University of Wisconsin-Milwaukee, School of Freshwater Sciences, 600 E. Greenfield Ave., Milwaukee, Wisconsin 53204",1,False,16804
"Department of Forestry, School of Natural Resources, University of Missouri, Columbia, MO",2,False,18071
"Department of Family and Community Medicine, University of Missouri, Columbia, MO",1,False,18084
"University of Queensland, Australia",1,False,16755
"Louisiana State University, Baton Rouge, LA",2,False,16756
"Dept. Earth & Planetary Sciences, State University of New York, Oneonta",1,False,24790
"Universiti Sains Malaysia, Penang 11800, Malaysia",1,False,16817
"Nanjing Institute of Environmental Sciences, Nanjing, China",1,False,16818
"Office of the DVC for Research & Postgraduate Studies, Kuala Lumpur 56000, Malaysia",1,False,16819
"Alaska Department of Fish and Game - Commercial Fisheries, P.O. Box 669, Cordova, AK  99574",1,False,13387
"ADF&G - Commercial Fisheries, 304 Lake Street, Sitka, Alaska  99835",1,False,13388
"ADF&G - Commercial Fisheries, 3298 Douglas Place, Homer, Alaska  99603",1,False,13389
University of Denver,3,False,12651
University of Colorado-Denver,1,False,12652
M-cubed,1,False,12687
CDFA,1,False,12688
IPT,1,False,12686
Former EERSC student hire,1,False,27398
Community Technology Alliance,1,False,12689
"Department of Hydrology and Water Resources, University of Arizona",1,False,13040
"University of Wisconsin, Madison",1,False,13562
Lunar and Planetary Inst.,1,False,27077
"Institute of Geological Sciences, Freie Universität Berlin",1,False,27079
"Institut für Planetologie, Westfälische Wilhelms-Universität, Münster",1,False,27080
Virginia Inst. of Tech,1,False,27082
"Norther Arizona University, Flagstaff, AZ",1,False,25558
APL,1,False,24585
NASA ARC,1,False,27071
Caltech/JPL,1,False,27072
Smithsonian Institution Research Assoicate,3,False,12519
NASA JSC,1,False,27073
Caltech JPL,1,False,27074
"Department of Genetics and Genomic Sciences and Icahn Institute for Genomics and Multiscale Biology, Icahn School of Medicine at Mount Sinai, New York, USAc",1,False,27067
"Intact Genomics, Saint Louis, Missouri, USAe",1,False,27068
"Department of Bacteriology and Department of Medical Microbiology and Immunology, University of Wisconsin, Madison, Wisconsin, USAf",1,False,27069
"Genome Sequencing and Analysis Program, Broad Institute of MIT and Harvard, Cambridge, Massachusetts, USAg",1,False,27070
University of South Carolina/ Department of Geography,1,False,12589
Tableau Inc.,1,False,18941
"Swaim Biological Inc, Livermore, CA",1,False,27065
"Florida State University, Tallahassee",2,False,18104
Cook Inlet Aquaculture,1,False,18919
"US Fish & Wildlife Service, Bozeman Fish Technology Center, Bozeman, MT",1,False,18920
USGS Northern Rocky Mountain Science Center,1,False,18921
"Naturalia, A.C., El Cajon # 9 Col., Santa Fe, C.P. 83249, Hermosillo, Sonora 83299, Mexico",1,False,24783
"Arizona Game and Fish Department, 5000 West Carefree Highway, Phoenix, Arizona 85086, United States",1,False,24784
USCDC,1,False,25255
Translational Genomics Research Institute,1,False,25256
Oregon Department of Environmental Quality,1,False,27064
Central Water Science Field Team,1,True,5063
"The City College of New York, Division of Science",1,False,25560
"Department of Earth and Planetary Sciences, Washington University in St. Louis",2,False,24730
"Department of Physics, University of Guelph",2,False,24733
Maryland Geological Survey,1,False,25435
Maryland Department of the Environment,1,False,27050
Cherokee at USGS-WARC Lafayette,1,False,27041
Student Contractor at USGS-WARC Lafayette,1,False,27042
Yellowstone to Yukon Conservation Initiative,1,False,27049
Audubon Butterfly Garden and Insectarium,1,False,27039
Auduon Butterfly Garden and Insectarium,1,False,27040
Louisiana Cooperative Fish and Wildlife Research Unit,1,True,368
"Massey University, New Zealand",1,False,25286
"School of Natural and Built Environments, U. So. Aus and Discipline of Civil Engineering, School Of Engineering, Monash University Malaysia",1,False,27031
USDA-NRCS retired,2,False,24598
"Lower Mississippi Valley Joint Venture and American Bird Conservancy, 193 Business Park Drive, Suite E, Ridgeland, MS 39157",1,False,26934
Office of Communication and Publishing,3,True,5072
.,1,False,27034
"Don Edwards San Francisco Bay National Wildlife Refuge, USFWS",1,False,13673
"School of Natural Resources and Environment, University of Michigan",1,False,25610
"School of Environment and Sustainability, University of Saskatchewan, Canada",2,False,18060
"Institute for a Sustainable Environment, University of Oregon",1,False,25611
"Pacific Northwest Research Station, USDA Forest Service.",1,False,25613
"USDA Forest Service, UC Berkeley",2,False,7169
"School of Forest Resources, University of Maine",1,False,25614
"Department of Geography, King's College London",1,False,25615
"Department of Environmental Science and Management, Portland State University",1,False,25616
"Department of Forest Ecosystems and Society, Oregon State University",1,False,7005
"Department of Conservation Social Sciences, University of Idaho",1,False,25617
"Department of Environmental Studies, University of New England",1,False,25618
"Department of Geography and Geosciences, University of Louisville",1,False,25619
"Institute of Arctic and Alpine Research, University of Colorado – Boulder",1,False,25620
"Department of Forest Engineering, Resources and Management, Oregon State University",1,False,25621
"School of Biological Sciences, University of Tasmania",1,False,25622
"Plant Ecology and Systematics, Institute of Biology, University of Kaiserslautern, Kaiserlautern, Germany",1,False,26999
Calvert Marine Museum,1,False,26967
Paleo Quest,1,False,26968
"Skagit River System Cooperative, P.O. Box 368, LaConner, WA  98257",1,False,26983
"QEDA Consulting, LLC, Seattle, Washington",1,False,26969
"School of Freshwater Sciences, UW-Milwaukee",1,False,26971
Fresh Water Institute (Mongolia),1,False,26931
"U.S. Fish and Wildlife Service, Anchorage, AK; Fisheries, Aquatic Science and Technology Lab, Alaska Pacific University, Anchorage, AK and  U.S. Geological Survey New York Cooperative Fish and Wildlife Research Unit, Cornell University, Ithaca, NY",1,False,26952
"Fisheries, Aquatic Science and Technology Lab, Alaska Pacific University, Anchorage, AK and U.S. Forest Service, Santa Fe National Forest, Santa Fe, NM",1,False,26953
"Fisheries and Ecological Services Division, U.S. Fish and Wildlife Service, Anchorage, AK and U.S. Forest Service, Santa Fe National Forest, Santa Fe, NM",1,False,26954
Mass Fish and Wildlife,1,False,12605
South Walton Turtle Watch Group,1,False,26966
"Dep't of Ecology & Evolution, University of Chicago",1,False,26978
"Section of Ecology, Behaviour & Evolution, U of C San Diego, CA",1,False,26979
"Dep't of Ecology & Evolution, U of Chicago",1,False,26980
"Dep't of Biology, U of Washington",1,False,26981
"UC Davis, Bodega Marine Lab and Dept of Evolution and Ecology",1,False,26982
Laboratoire d'Oceanographie Spatiale IFREMER,1,False,26964
Dalhousie University,3,False,24650
University of Trinidad and Tobago,1,False,26960
"National Comission for Knowledge and Use of Biodiversity, Mexico",1,False,26961
"LDEO, Columbia University",1,False,26963
Central Washington University,1,False,26935
"Aquatic Geomicrobiology, Institute of Ecology, Friedrich Schiller University Jena, Germany",1,False,13425
"Institute of Geosciences, Friedrich Schiller University Jena, Burgweg 11, 07743 Jena, Germany",1,False,26945
"Aquatic Geomicrobiology, Institute of Ecology, Friedrich Schiller University Jena, Dornburger-Str. 159, 07743 Jena, Germany",1,False,26946
South Dakota State University,4,False,5089
National Weather Service,1,False,12788
University of Tennessee-Knoxville,1,False,24709
"GNS Science, Lower Hutt, New Zealand",1,False,26939
"Lawrence Berkeley National Laboratories Earth Science Division, Berkeley, CA",1,False,26940
"Electric Power Research Institute, Palo Alto, CA",1,False,26941
Humboldt State University; U.S. Fish and Wildlife Service,1,False,26942
Pennsylvania Game Commission,1,False,12891
University of California - Santa Cruz,1,False,26919
Unidad Mazatlán en Acuicultura y Manejo Ambiental,1,False,26920
"University of British Columbia, Department of Zoology, Biodiversity Research Centre and Beaty Biodiversity  Museum",2,False,5083
Unidad Mazatlán en Acuicultura y Manejo Ambiental; Centre National de la Recherche Scientifique,1,False,26921
NOAA/NMFS Southwest Fisheries Science Center,1,False,26922
"CSIRO, Australia",1,False,26927
"U of Arizona, Tucson",2,False,12738
Univ. of Vienna,1,False,26928
"Oiled Wildlife Care Network, UC Davis",1,False,27076
"Institute of Technology Sligo, Ireland",1,False,26886
"Centre for Ecology and Hydrology, UK",1,False,26895
"Fisheries and Oceans Canada, Canada",1,False,26896
"The University of Hong Kong, Hong Kong, China",1,False,26888
"The University of Waikato, New Zealand",1,False,26897
"Department of Fisheries Western Australia, Australia",1,False,26899
"University of Adelaide, Australia",2,False,13368
"University of the Aegean, Greece",1,False,26887
"Hellenic Centre for Marine Research, Greece",1,False,26900
"University of Florence, Italy",1,False,26894
"LifeWatch Italy, and CNR— Institute of Ecosystem Study (ISE), Italy",1,False,26901
"Botanic Garden Meise, Belgium",1,False,26893
"Research Institute for Nature and Forest, Belgium",1,False,26902
"Belgian Biodiversity Platform, Belgium",1,False,26903
"Woods Hole Oceanographic Institution, USA",1,False,26904
"Federal University of Paraná, Brazil",1,False,26905
"National Institute of Oceanography, Israel",1,False,26906
"University of Tartu, Estonia",1,False,26907
"RNT Consulting Inc., Canada",1,False,26908
"University of Agriculture, Poland",1,False,26909
"Queens University, Belfast, UK",1,False,26891
"Inland Fisheries Ireland and INVAS, Ireland",1,False,26892
"CABI, Switzerland",1,False,26910
"Finnish Environment Institute, Finland",1,False,26911
"Regional Euro-Asian Biological Invasions Centre, Finland",1,False,26889
University of Oklahoma,2,False,7062
"USFWS, Pacific Region",1,False,25648
"USFWS, Pacific Island Fish and Wildlife Office",1,False,25649
Pacific Bird Conservation,1,False,25650
"University of New Brunswick, Dept of Biology",1,False,25651
"University of Hawaii, Dept of Biology",1,False,25652
British Geological Survey,1,False,25567
Uni. of Sheffield,1,False,25646
Trent University & Iowa State University,2,False,16985
"University of California at Santa Cruz, Earth and Planetary Science Department",2,False,10653
Humbolt State University,1,False,26936
"University of Washington, School of Oceanography",1,False,13254
"Department of Earth Sciences, Gothenburg University, Sweden",1,False,25420
Stockholm University,3,False,24562
"Department of Geological Sciences, Stockholm University, Sweden",1,False,25421
"Ecology and Evolutionary Biology, Yale University, New Haven, CT, USA",1,False,25389
"Department of Anthropology, University of Georgia, Athens, Georgia, USA",1,False,25390
"York Institute for Tropical Ecosystems, Environment Department, University of York, York, UK",1,False,25391
"Department of Geography and Earth Science, University of North Carolina at Charlotte, North Carolina, USA",3,False,25392
NEON,2,False,24611
CDC,3,False,17914
Illinois State University,2,False,18004
NY State Dept. Health,1,False,24787
Clark University,1,False,24788
Texas Bureau of Economic Geology,2,False,17599
"National Park Service—Wilderness Stewardship Division, Aldo Leopold Wilderness Research Institute, 790 E. Beckwith Ave., Missoula, MT 59801",1,False,24574
Hull University,1,False,24573
Earth Economics,1,False,24565
International Union for the Conservation of Nature,1,False,24566
Vanderbilt University School of Engineering,1,False,12893
"NEON, Staff Scientist",1,False,25598
USA-NPN,1,False,25599
"San Bernardino National Forest, Fownskin, CA",1,False,25573
"USDA-ARS Jornada Experimental Range, Las Cruces, NM 88003",1,False,25579
"Department of Geography, University of Calgary, AB, T2N 1N4, Canada",1,False,25580
"USDA-ARS Wind Erosion and Water Conservation Unit, Lubbock, TX 79415",1,False,25581
"Bureau of Land Management, San Luis Valley Field Office, Monte Vista, CO 81144",1,False,25582
"USDA-ARS Central Plains Experimental Range, Cheyenne, WY 82009",1,False,25583
"USDA-ARS Agricultural Systems Research Unit, Fort Collins, CO 80526",1,False,25584
"USDA-ARS Southwest Watershed Research Center, Tucson, AZ 85719",1,False,25585
"Bureau of Land Management, California Desert District Office, Moreno Valley, CA 92553",1,False,25586
"USDA-NRCS, Resource Assessment Division, CEAP Modeling Team, Temple, TX 76502",1,False,25587
"USDA-ARS Northwest Watershed Research Center, Boise, ID 83712",1,False,25588
"USDA-ARS Northern Great Plains Research Laboratory, Mandan, ND 58554",1,False,25589
"USDA-ARS Northwest Sustainable Agroecosystems Research Unit, Pullman, WA 99164",1,False,25590
"USDA-ARS Grazinglands Research Laboratory, El Reno, OK 73036",1,False,25591
"The Nature Conservancy, Boise, ID 83702",1,False,25592
"USDA-ARS Wind Erosion and Water Conservation Unit, Big Spring, TX 79720",1,False,25593
US FWS Region 8,1,False,25561
USDA National Resources Conservation Service,1,False,25265
"University of Montana, College of Forestry and Conservation, University Hall, Room 309, Missoula, MT 59812, USA",3,False,5117
"National Park Service, Grand Teton National Park, Moose, Wyoming 83012, USA",2,False,16139
"US Forest Service, Shoshone National Forest, Wapiti Ranger District, 203A Yellowstone Avenue, Cody, WY 82414,USA",2,False,24778
"Grand Teton National Park, P.O. Box 170, Moose, WY 83012",1,False,5124
Univ. of Utah,1,False,12499
Virginia Polytechnic Institute and State University,1,False,25550
"Department of Biological Sciences and Auburn University Museum of Natural History, 331 Funchess Hall, Auburn University, Auburn, Alabama 36849; E-mail: brian.folt@gmail.com.",1,False,7160
"Tennessee Aquarium Conservation Institute, 201 Chestnut Street, Chattanooga, TN 37402",1,False,25549
"USDA-APHIS, National Veterinary Services Laboratory",1,False,25553
"USDA-APHIS, Veterinary Services",1,False,25554
"U.S. Fish and Wildlife Service, National Elk Refuge, PO Box 510, Jackson, WY 83001 USA",1,False,16228
USGS emeritus,1,False,7065
"Dep't of Biology, Wilfrid Laurier U, Waterloo, Ontario",1,False,25551
University of Toronto Mississauga,1,False,25552
"MWH Global, Fort Collins, CO",1,False,25556
"Department of Environmental Science, Policy and Management, University of California, Berkeley, CA, USA 94720",1,False,25576
"Ministry of Education Key Laboratory for Earth System Modeling, Center for Earth System Science, Tsinghua University, Beijing, China",1,False,25577
"Cole Ecological, Inc.",1,False,25530
"WERC, USGS former employee",1,False,16767
"US Fish and Wildlife Service, Nisqually Nat'l Wildlife Refuge, Olympia, WA",1,False,26986
"USFWS, Nisqually NWR, Olympia, WA",1,False,16768
US Forest Service Fire Science Lab,1,False,25512
USDA Forest Service Southern Research Station,1,False,25513
U.S. Agency for International Development,1,False,25469
International Water Resources Branch,1,True,349
Izembek National Wildlife Refuge,2,False,12598
"Department of Biological Sciences, Simon Fraser University, Burnaby, BC",1,False,29801
FLWSC-Tallahassee,1,True,5052
Texas Christian University,1,False,25471
U.S. Fish & Wildlife Service,1,False,25470
"Merriam-Powell Center for Environmental Research and Dept. of Biological Sciences, Northern Arizona University, Box 5640, Flagstaff, AZ 86011-5640",1,False,25559
"2Department of Animal, Rangeland, and Wildlife Sciences, Texas A&M University-Kingsville",1,False,25464
"Ontario Ministry of Natural Resources, Picton, Ontario, Canada",1,False,6780
"University of Louisiana, Lafayette, LA",1,False,18863
"Southern Illinois University, Carbondale",1,False,25439
"Augustana College, Rock Island, IL",1,False,25440
"University of Minnesota, Department of Soil, Water and Climate",1,False,25441
U.S. Department of Agriculture - Agricultural Research Service,1,False,25442
"Yale University, School of Forestry and Environmental Studies",1,False,25443
"Yale-Nanjing University of Information, Science and Technology",1,False,25444
"Woods Hole Research Center, Falmouth, MA, United States",1,False,25456
"Department of Civil and Environmental Engineering, Princeton University, Princeton, NJ, USA",1,False,25453
"Department of Environmental Sciences, Faculty of Agriculture and Environment, The University of Sydney, Sydney, Australia",1,False,25455
"National Soil Survey Center, NRCS, Lincoln, Nebraska, USA",1,False,25454
"Imperial  College, UK",1,False,25536
"Stockholm Resilience  Centre,  Sweden",1,False,25537
"University of Exeter,  UK",1,False,25538
"Boston University, USA",1,False,25539
"IIASA, Austria",1,False,25540
"University of Antwerp, Belgium",1,False,25541
"Natural  Resources Institute, Finland",1,False,25542
"Stockholm University, Sweden",1,False,25546
"Ume˚a Plant Science Centre,  Sweden",1,False,25543
"Dundee University, UK",1,False,25544
"Utrecht University, Netherlands",1,False,25545
"MetOffice,  UK",1,False,25547
"MPI-BGC, Germany",1,False,25548
"German Centre for Integrative Biodiversity Research (iDiv) Halle-Jena-Leipzig, Leipzig, Germany",2,False,13099
Centre d'Estudis Avancats de Blanes,1,False,25434
Univ. of the Azores,1,False,25423
Univ. de Aveiro,1,False,25424
Univ. West Indies,1,False,25425
OSU,1,False,25426
Univ. of Victoria,1,False,25427
Ghent Univ.,1,False,25428
"University of Hawaii at Manoa, Honolulu, Hawaii",1,False,16143
University of Trento,1,False,25322
Univerisity of Wisconsin,1,False,26975
"Environmental Research Institute, University of Waikato, Private Bag 3015, Hamilton 3240, New Zealand.",2,False,24543
Francis Marion University,2,False,18157
Cherokee Services Group,2,False,12728
Idaho State Univ.,2,False,13656
"Deltares Research Institute, The Netherlands",1,False,25398
"King Saud University, Riyahd, KSA",2,False,24707
"China University of Geosciences, Beijing",2,False,24737
"Stony Brook University, Stony Brook, NY",1,False,25401
U.S. Nuclear Regulatory Commission,1,False,12536
"National Oceanic and Atmospheric Administration, Northwest Fisheries Science Center, 2725 Montlake Blvd E, Seattle, WA 98112",2,False,6637
Cooperative Institute for Limnology and Ecosystem Research,1,False,25465
National Oceanic and Atmostpheric Administration,1,False,25466
Exxon/Mobil Upstream Research Company,1,False,25363
York University,3,False,16184
"Department of Ecology, Evolution, and Natural Resources, Rutgers University, New Brunswick, New Jersey, USA 08901",1,False,25393
"Graduate School of Life and Environmental Sciences, Osaka Prefecture University, Osaka, Japan 599-8531",1,False,25394
"Department of Ecology and Evolutionary Biology, Univesity of Colorado, Boulder; Department of Pediatrics, University of California, San Diego, CA",2,False,24516
"Dep't Animal and Vet Sciences, UVM, Burlington, VT",1,False,25601
"Dep't Pathology, Vet School, UC Davis, CA",1,False,25602
"Dep't of Pathology, Vet School, UC Davis, CA",1,False,25603
"Vet consultant, San Diego, CA",1,False,25604
"Corp. VP, Vet Services, SeaWorld Parks & Entertainment, Orlando, FL",1,False,25605
"Aquatic Research Centre, School of the Environment and Technology, University of Brighton, UK",1,False,25406
"Department of Geography, National University of Singapore",1,False,25407
"Institute of Pacific Islands Forestry, Pacific Southwest Research Station, Hilo, HI, USA",1,False,25408
SUNY Environmental Science and Forestry,1,False,25369
SUNY Cortland,1,False,25370
"Escuela de Ciencias de la Salid, Universidad Autónoma de Baja California",1,False,26937
"Instituto de Investigaciones Oceanológicas, Universidad Autónoma de Baja California",1,False,26938
CSU Stanislaus ESRP,1,False,25357
Columbia River Intertribal Fisheries Commission,1,False,25264
"Southeast Region of the National Park Service Palmetto Bay, FL, United States",1,False,25343
"Dept of Biol Sc, Univ of Tulsa, Tulsa OK",1,False,25379
"School of Natl Res, Univ of NE, Lincoln",1,False,18117
"Div of Sc & Math, Tulsa Community College-Metro Campus,Tulsa OK",1,False,25380
"Centro de Geologia da Universidade do Porto and Departamento de Geociências, Ambiente e Ordenamento do Território, Faculdade de Ciências da Universidade do Porto, Rua Campo Alegre, 687, 4169-007 Porto, Portugal.",1,False,16122
"Facultad de Ciencias Biologicas, Universidad de Cencias y Artes de Chiapas, Museo de Zoologia, Tuxtla Gutiérrez, Chiapas, México Apartado Postal 29000, México",1,False,27060
"Tennessee Aquarium Conservation Institute, Tennessee Aquarium, 201 Chestnut Street, Chattanooga, TN, 37402 USA",1,False,27061
"Institute of Arctic Biology, University of Alaska Fairbanks",2,False,13117
"Institute of Northern Engineering, University of Alaska Fairbanks",1,False,16761
Tarbiat Modares University,1,False,25338
"National Oceanic and Atmospheric Administration, Honolulu, HI",1,False,25351
"Fisheries and Oceans Canada, Bedford Institute of Oceanography, Dartmouth, Nova Scotia, B2Y 4T3, Canada",1,False,25333
"Loggerhead Marinelife Center, 14200 U.S. Highway 1, Juno Beach, Florida, 33408, USA",1,False,25334
"University of Prince Edward Island, Atlantic Veterinary College, Charlottetown, Prince Edward Island, C1A 4P3, Canada",1,False,25335
"University of Juárez, Chihuahua, México",1,False,25331
"Institute for the Environment, Brunel University, Uxbridge, UB8 3PH, United Kingdom",1,False,25332
"CSIRO Land and Water, Adelaide, South Australia",1,False,25361
"EGL Management Services, Victoria, Australia",1,False,25362
CA DFW,1,False,25299
"CDFW, Bishop, CA",1,False,13632
"Atlantic Veterinary College, University of Prince Edward Island, 550 University Avenue, 9 Charlottetown, Prince Edward Island C1A 4P3, Canada",1,False,25301
"Faculty of Veterinary Science, University of Sydney, 425 Werombi Rd, Camden, New  South Wales, 2570 Australia",1,False,25302
"School of Animal & Veterinary Sciences, Roseworthy Campus, University of Adelaide,  Roseworthy, South Australia 5371, Australia",1,False,25303
"CSIRO Australian Animal Health Laboratory, Geelong Victoria, 3220, Australia",1,False,25304
"Fisheries and Oceans, Canada, Pacific Biological Station, Nanaimo, BC, Canada",2,False,17880
"Diagnostic Virology Laboratory, National Veterinary Services Laboratories, VS, APHIS, USDA, Ames, Iowa 50010, USA",1,False,25305
"IFREMER SG2M-LGPMM, Laboratory of Genetics and Pathology of Marine Molluscs, 17390 La Tremblade, France",1,False,25306
"National Veterinary Institute, Technical University of Denmark, Frederiksberg C, Denmark",1,False,25307
"Jefa Unidad de Salud Animal Servicio Nacional de Pesca y Acuicultura Calle Victoria 2832, Chile",1,False,25308
"U.S. Fish and Wildlife Service, Vancouver, WA  98683",1,False,25317
"Yakama Nation Fisheries Program, Klickitat Field Office, 1575 Horseshoe Bend Road, Klickitat, WA  98628",1,False,16959
"PacifiCorp, Portland, OR  97232",1,False,25318
"Washington Department of Fish and Wildlife, Vancouver, WA  98661",1,False,25319
Institute of Environmental Engineering,1,False,18926
"School of Earth and Space Exploration and School of Sustainable Engineering and the Built Environment, Arizona State University, Tempe, AZ",1,False,12634
Engineer Research and Development,1,False,18927
University of Padua,1,False,18928
Brigham Young University,4,False,6681
"NOAA National Weather Service, Seattle, WA",1,False,12498
Pennsylvania State University,1,False,7260
University of Bonn,1,False,18930
"USDA-Forest Service, scientist emeritus",1,False,26944
"Wildlife Biology Program, University of Montana, 32 Campus",1,False,24785
"Ohio State University, Columbus, OH",2,False,16172
Heidelberg University,1,False,16990
"Department of Geography, University of Nevada, Reno, Reno, NV",1,False,24618
University of Minnesota Veterinary Population Medicine,1,False,25280
U.S. EPA NCEA,1,False,25279
"U CO, INSTAAR, Boulder, CO",1,False,25275
"US EPA, National Center for Envirenmental Assessment, DC",1,False,25276
Marshall University,2,False,16679
US Department of Agriculture Forest Service,1,False,25277
"USDA Forest Service, Pacific Northwest Research Station, Anchorage, AK 99503, USA (bschulz@fs.fed.us)",1,False,13487
"Biology Department, New Mexico State University, Las Cruces, NM",1,False,12633
University of California Berkeley,2,False,13243
"Setor de Ciencias Biologicas, Universidade Federal do Parana, Brazil",1,False,27057
Durham University,2,False,25252
Bundesanstalt für Geowissenschaften und Rohstoffe,1,False,25253
Northwestern University,1,False,25254
WDFW,2,False,13674
University of Saskatchewan,2,False,13248
"Laboratoire d'Excellence ""CORAIL"", Papetoai, Moorea, French Polynesia",1,False,24838
"Hawai'i Institute of Marine Biology, Hawaii",1,False,24839
"U.S. Department of Agriculture Forest Service, Rocky Mountain Research Station, Missoula, Montana 59",1,False,5108
"Quantitative Methods and Information Systems Department, Faculty of Agronomy, University of Buenos Aires, Av. San Martín 4453, Buenos Aires, Argentina",1,False,24814
"Foundation for Ecodevelopment and Conservation (FUNDAECO), 25 Calle, 2-39, Zona 1, Guatemala City, Guatemala",1,False,24815
"Michigan Technological University and University of Maryland, College Park",1,False,27038
"University of South Florida, St. Petersburg, FL",2,False,17733
"Geological Survey of Canada, Quebec, QC, Canada",1,False,24780
"Chatham University, Pittsburg PA",1,False,24756
"University of Maryland, Annapolis MD",1,False,24757
"Centre of Excellence in Natural Resource Management, University of Western Australia,",2,False,16644
"Sustainable Streams, LLC, Louisville, KY",1,False,24758
"Department of Geography and Environmental Systems, University of Maryland, Baltimore County, Baltimore, Maryland, US",1,False,17665
"Department of Philosophy, and AgBioResearch, Michigan State University, East Lansing, Michigan, 48824, USA.",1,False,24768
"Center for Limnology, University of Wisconsin-Madison, Madison, Wisconsin, 53706, USA",1,False,24769
"Philosophy Department, Boise State University, Boise, Idaho, 83725, USA",1,False,24770
"Department of Biological Sciences, University of Montana, Missoula, Montana, 59812, USA",1,False,24771
"Cary Institute of Ecosystem Studies, Millbrook, New York, 13545, USA",1,False,24772
"Wyoming Game & Fish Department, Large Carnivore Section, Lander, Wyoming 82520, USA",2,False,16140
"National Park Service, Yellowstone Center for Resources, P.O. Box 168, Yellowstone National Park, WY 82190, USA",1,False,24779
"Department of Forestry and Environmental Resources, North Carolina State University",1,False,24794
"National Forest Genetics Laboratory, USDA Forest Service",1,False,24795
USGS NMWSC student,1,False,24499
Kentucky State Nature Preserves Commission,1,False,24755
"US Department of Agriculture, Agricultural Research Service, Animal Parasitic Diseases Laboratory, Beltsville, MD, 20705-2350",1,False,24764
"University of Tennessee, Department of Microbiology, Knoxville, TN 37996-0845",1,False,24765
"4. State of Hawaii, Division of Forestry and Wildlife-Maui, 54 South High Street # 101, Wailuku, HI 96793.",1,False,24766
"State of Hawaii, Division of Forestry and Wildlife-Kauai, 3060 Eiwa Street # 306, Lihue, HI 96766",1,False,24767
"Strategic Environmental Consulting; University of California, Santa Barbara",1,False,24759
"University of California, Santa Barbara and Santa Cruz",1,False,24760
